"Probe"	"gennames"	"biotype_gene"
"11732405_a_at"	"NOL9"	"protein_coding"
"11732406_at"	"PRPH2"	"protein_coding"
"11732407_at"	"PRPH2"	"protein_coding"
"11732408_at"	"LMBRD2"	"protein_coding"
"11732409_a_at"	"KTN1"	"protein_coding"
"11732410_a_at"	NA	NA
"11732411_x_at"	NA	NA
"11732412_a_at"	NA	NA
"11732413_a_at"	NA	NA
"11732414_a_at"	NA	NA
"11732415_s_at"	"TIAM1"	"protein_coding"
"11732416_a_at"	"TIAM1"	"protein_coding"
"11732417_at"	NA	NA
"11732418_at"	"FAM105A"	"protein_coding"
"11732419_a_at"	NA	NA
"11732420_at"	"C2orf69"	"protein_coding"
"11732421_at"	"ZNF234"	"protein_coding"
"11732422_at"	"ZNF234"	"protein_coding"
"11732423_x_at"	"ZNF234"	"protein_coding"
"11732424_at"	"LIPM"	"protein_coding"
"11732425_at"	"ANKRD22"	"protein_coding"
"11732426_a_at"	"GNA14"	"protein_coding"
"11732427_a_at"	"ZCWPW1"	"protein_coding"
"11732428_at"	"ADRB3"	"protein_coding"
"11732429_at"	"ADRB3"	"protein_coding"
"11732430_at"	NA	NA
"11732431_a_at"	NA	NA
"11732432_a_at"	"GK"	"protein_coding"
"11732434_at"	"ZNF250"	"protein_coding"
"11732435_at"	NA	NA
"11732436_at"	"RHOV"	"protein_coding"
"11732437_at"	"RHOV"	"protein_coding"
"11732438_a_at"	"FBN3"	"protein_coding"
"11732439_a_at"	NA	NA
"11732440_a_at"	NA	NA
"11732441_x_at"	NA	NA
"11732442_s_at"	"BPTF"	"protein_coding"
"11732443_a_at"	"BPTF"	"protein_coding"
"11732444_a_at"	"RBPMS"	"protein_coding"
"11732445_a_at"	"RBPMS"	"protein_coding"
"11732446_x_at"	NA	NA
"11732447_x_at"	"EXOG"	"protein_coding"
"11732448_a_at"	"EXOG"	"protein_coding"
"11732450_s_at"	NA	NA
"11732451_a_at"	"AGRN"	"protein_coding"
"11732452_a_at"	"MS4A3"	"protein_coding"
"11732453_s_at"	"HGD"	"protein_coding"
"11732454_at"	"KCNJ15"	"protein_coding"
"11732455_at"	"KCNJ15"	"protein_coding"
"11732456_a_at"	"MARCH1"	"protein_coding"
"11732457_a_at"	"ZCCHC4"	"protein_coding"
"11732458_x_at"	"ZCCHC4"	"protein_coding"
"11732459_a_at"	"ZNF599"	"protein_coding"
"11732460_a_at"	"PLEKHS1"	"protein_coding"
"11732461_a_at"	NA	NA
"11732462_at"	"ADAMTSL1"	"protein_coding"
"11732463_x_at"	"TERF1"	"protein_coding"
"11732464_a_at"	"WNT11"	"protein_coding"
"11732465_a_at"	"USP44"	"protein_coding"
"11732466_a_at"	NA	NA
"11732467_x_at"	NA	NA
"11732468_at"	"ATP12A"	"protein_coding"
"11732469_at"	"IL3RA"	"protein_coding"
"11732470_a_at"	"C12orf50"	"protein_coding"
"11732471_at"	"DCAF4L2"	"protein_coding"
"11732472_at"	"DCAF4L2"	"protein_coding"
"11732473_x_at"	"CIDEC"	"protein_coding"
"11732474_at"	"ALPI"	"protein_coding"
"11732475_a_at"	NA	NA
"11732476_at"	"NAT2"	"protein_coding"
"11732477_at"	"XAGE2"	"protein_coding"
"11732478_s_at"	"XAGE2"	"protein_coding"
"11732479_a_at"	"ITGAM"	"protein_coding"
"11732480_s_at"	"ITGAM"	"protein_coding"
"11732481_a_at"	"ITGAM"	"protein_coding"
"11732482_a_at"	"PEX13"	"protein_coding"
"11732483_at"	"PEX13"	"protein_coding"
"11732484_a_at"	"DAB2IP"	"protein_coding"
"11732485_a_at"	"BTNL8"	"protein_coding"
"11732486_a_at"	"TRIM50"	"protein_coding"
"11732487_a_at"	NA	NA
"11732488_at"	"HIST1H2BA"	"protein_coding"
"11732489_a_at"	NA	NA
"11732490_a_at"	NA	NA
"11732491_s_at"	"BRAF"	"protein_coding"
"11732492_at"	NA	NA
"11732493_x_at"	NA	NA
"11732494_at"	"AUNIP"	"protein_coding"
"11732495_at"	"AUNIP"	"protein_coding"
"11732496_a_at"	"AP1S3"	"protein_coding"
"11732497_at"	"HCN2"	"protein_coding"
"11732498_at"	"HCN2"	"protein_coding"
"11732499_at"	"CACNG1"	"protein_coding"
"11732500_a_at"	"FAM3B"	"protein_coding"
"11732501_a_at"	NA	NA
"11732502_a_at"	"ICA1L"	"protein_coding"
"11732503_x_at"	"ICA1L"	"protein_coding"
"11732504_a_at"	NA	NA
"11732505_a_at"	NA	NA
"11732506_x_at"	"TP73-AS1"	"unitary_pseudogene"
"11732507_a_at"	"ESYT3"	"protein_coding"
"11732508_s_at"	"ESYT3"	"protein_coding"
"11732509_a_at"	NA	NA
"11732510_a_at"	"C10orf25"	"antisense"
"11732511_at"	"C10orf25"	"antisense"
"11732512_a_at"	"CDX1"	"protein_coding"
"11732513_a_at"	"CDX1"	"protein_coding"
"11732514_s_at"	"LYN"	"protein_coding"
"11732515_x_at"	NA	NA
"11732516_a_at"	"CERS4"	"protein_coding"
"11732517_a_at"	"SCRN2"	"protein_coding"
"11732518_at"	NA	NA
"11732519_at"	"CH25H"	"protein_coding"
"11732520_a_at"	"RAD51C"	"protein_coding"
"11732521_a_at"	NA	NA
"11732522_at"	NA	NA
"11732523_a_at"	"TMEM232"	"protein_coding"
"11732524_a_at"	NA	NA
"11732525_a_at"	"CSGALNACT1"	"protein_coding"
"11732526_s_at"	"CSGALNACT1"	"protein_coding"
"11732527_a_at"	"TBX5"	"protein_coding"
"11732528_s_at"	"TBX5"	"protein_coding"
"11732529_a_at"	"TBX5"	"protein_coding"
"11732530_at"	"N4BP2L1"	"protein_coding"
"11732531_s_at"	"N4BP2L1"	"protein_coding"
"11732532_at"	"JSRP1"	"protein_coding"
"11732533_a_at"	"LMNB1"	"protein_coding"
"11732534_a_at"	"RGS7"	"protein_coding"
"11732535_a_at"	NA	NA
"11732536_a_at"	NA	NA
"11732537_x_at"	"MSS51"	"protein_coding"
"11732538_at"	"TBX21"	"protein_coding"
"11732539_a_at"	"ASB12"	"protein_coding"
"11732540_a_at"	NA	NA
"11732541_a_at"	"HSD17B13"	"protein_coding"
"11732542_at"	"TRIM7"	"protein_coding"
"11732543_a_at"	"RSPH6A"	"protein_coding"
"11732544_a_at"	NA	NA
"11732545_s_at"	NA	NA
"11732546_at"	"DEFA4"	"protein_coding"
"11732547_a_at"	"KALRN"	"protein_coding"
"11732548_a_at"	NA	NA
"11732549_at"	NA	NA
"11732550_at"	"PTGER2"	"protein_coding"
"11732551_at"	"PTGER2"	"protein_coding"
"11732552_a_at"	"ENKUR"	"protein_coding"
"11732553_a_at"	"ENKUR"	"protein_coding"
"11732554_a_at"	"FAIM"	"protein_coding"
"11732555_at"	"FASLG"	"protein_coding"
"11732556_a_at"	"FASLG"	"protein_coding"
"11732557_at"	"XKR3"	"protein_coding"
"11732558_at"	"TEX37"	"protein_coding"
"11732559_at"	"RBM12B"	"protein_coding"
"11732560_s_at"	"RBM12B"	"protein_coding"
"11732561_a_at"	"FZD3"	"protein_coding"
"11732562_x_at"	"FZD3"	"protein_coding"
"11732563_a_at"	"ADAT2"	"protein_coding"
"11732564_at"	"ADAT2"	"protein_coding"
"11732565_at"	"SLC6A14"	"protein_coding"
"11732566_at"	"SLC6A14"	"protein_coding"
"11732567_at"	"MBP"	"protein_coding"
"11732568_at"	"MBP"	"protein_coding"
"11732569_at"	NA	NA
"11732570_a_at"	"ZNF582"	"protein_coding"
"11732571_at"	"ZNF582"	"protein_coding"
"11732572_x_at"	"ZNF582"	"protein_coding"
"11732573_a_at"	"P2RX6"	"protein_coding"
"11732574_at"	"FAM43B"	"protein_coding"
"11732575_a_at"	NA	NA
"11732578_x_at"	"NCCRP1"	"protein_coding"
"11732579_s_at"	"ZNF880"	"protein_coding"
"11732580_a_at"	NA	NA
"11732581_a_at"	NA	NA
"11732582_a_at"	"NUDT22"	"protein_coding"
"11732583_x_at"	NA	NA
"11732584_a_at"	NA	NA
"11732585_a_at"	"IL1RAP"	"protein_coding"
"11732586_a_at"	NA	NA
"11732587_at"	NA	NA
"11732588_at"	NA	NA
"11732589_a_at"	"ZNF467"	"protein_coding"
"11732590_x_at"	"TRIM5"	"protein_coding"
"11732591_at"	"INSC"	"protein_coding"
"11732592_a_at"	"SMC1B"	"protein_coding"
"11732593_at"	"SMC1B"	"protein_coding"
"11732594_at"	"FAM47C"	"protein_coding"
"11732595_x_at"	"FAM47C"	"protein_coding"
"11732596_a_at"	"SIGLEC15"	"protein_coding"
"11732597_at"	"CIB4"	"protein_coding"
"11732598_at"	NA	NA
"11732599_at"	"CHRNB2"	"protein_coding"
"11732600_at"	"CHRNB2"	"protein_coding"
"11732601_at"	"CEP135"	"protein_coding"
"11732602_at"	"CEP135"	"protein_coding"
"11732603_a_at"	"TRIM45"	"protein_coding"
"11732604_a_at"	"TRIM45"	"protein_coding"
"11732605_at"	"CBLN4"	"protein_coding"
"11732606_at"	"CBLN4"	"protein_coding"
"11732607_a_at"	NA	NA
"11732608_x_at"	NA	NA
"11732610_at"	"ZNF385D"	"protein_coding"
"11732611_a_at"	"LVRN"	"protein_coding"
"11732612_a_at"	NA	NA
"11732613_a_at"	NA	NA
"11732614_a_at"	NA	NA
"11732615_at"	"TCEAL5"	"protein_coding"
"11732616_at"	NA	NA
"11732617_at"	"TTLL10"	"protein_coding"
"11732618_a_at"	"SPATC1"	"protein_coding"
"11732619_at"	"CD164L2"	"protein_coding"
"11732620_at"	NA	NA
"11732621_a_at"	"CRB3"	"protein_coding"
"11732622_x_at"	"CRB3"	"protein_coding"
"11732623_at"	"EDDM3A"	"protein_coding"
"11732624_at"	"WFDC5"	"protein_coding"
"11732625_a_at"	"RIMS1"	"protein_coding"
"11732626_at"	NA	NA
"11732627_at"	NA	NA
"11732628_x_at"	"ZNF765"	"protein_coding"
"11732629_x_at"	"ZNF765"	"protein_coding"
"11732630_a_at"	"ZNF765"	"protein_coding"
"11732631_a_at"	"KCNN3"	"protein_coding"
"11732632_at"	NA	NA
"11732633_at"	NA	NA
"11732634_a_at"	"TSGA10"	"protein_coding"
"11732635_at"	"HHIPL2"	"protein_coding"
"11732636_at"	"HHIPL2"	"protein_coding"
"11732637_a_at"	"ANXA13"	"protein_coding"
"11732638_at"	"NOVA2"	"protein_coding"
"11732639_s_at"	"NOVA2"	"protein_coding"
"11732640_a_at"	NA	NA
"11732641_a_at"	NA	NA
"11732642_at"	NA	NA
"11732643_at"	"OR2C1"	"protein_coding"
"11732644_a_at"	"SYT6"	"protein_coding"
"11732645_at"	"SYT6"	"protein_coding"
"11732646_a_at"	NA	NA
"11732647_a_at"	"PCDH8"	"protein_coding"
"11732648_a_at"	NA	NA
"11732649_at"	NA	NA
"11732650_a_at"	"HEXDC"	"protein_coding"
"11732651_at"	NA	NA
"11732652_x_at"	NA	NA
"11732653_x_at"	"ANKRD65"	"protein_coding"
"11732654_at"	"MCM9"	"protein_coding"
"11732655_x_at"	"RAX2"	"protein_coding"
"11732656_at"	"MFSD6L"	"protein_coding"
"11732657_a_at"	"CYP26A1"	"protein_coding"
"11732658_a_at"	"CFAP221"	"protein_coding"
"11732661_x_at"	"STIL"	"protein_coding"
"11732662_at"	"OTP"	"protein_coding"
"11732663_x_at"	"OSR2"	"protein_coding"
"11732664_at"	"KRTAP26-1"	"protein_coding"
"11732665_a_at"	"VSTM1"	"protein_coding"
"11732666_s_at"	"PSMB5"	"protein_coding"
"11732668_a_at"	NA	NA
"11732669_x_at"	NA	NA
"11732670_a_at"	NA	NA
"11732671_s_at"	NA	NA
"11732672_x_at"	NA	NA
"11732673_a_at"	"KCNK16"	"protein_coding"
"11732674_at"	"C1orf53"	"protein_coding"
"11732675_at"	"RNF180"	"protein_coding"
"11732676_at"	NA	NA
"11732677_at"	NA	NA
"11732678_a_at"	"DNAH12"	"protein_coding"
"11732679_at"	"ZNF471"	"protein_coding"
"11732680_x_at"	"ZNF471"	"protein_coding"
"11732681_at"	"ZNF471"	"protein_coding"
"11732682_at"	"ZNF471"	"protein_coding"
"11732683_a_at"	NA	NA
"11732684_a_at"	NA	NA
"11732685_a_at"	"POGZ"	"protein_coding"
"11732686_x_at"	"PIWIL2"	"protein_coding"
"11732687_a_at"	"UBXN2A"	"protein_coding"
"11732688_x_at"	"UBXN2A"	"protein_coding"
"11732689_s_at"	NA	NA
"11732690_at"	"C9orf85"	"protein_coding"
"11732691_at"	"TLDC2"	"protein_coding"
"11732692_at"	NA	NA
"11732693_a_at"	NA	NA
"11732694_at"	NA	NA
"11732695_at"	NA	NA
"11732696_a_at"	"DCST2"	"protein_coding"
"11732697_s_at"	"COL24A1"	"protein_coding"
"11732698_at"	"SERPINA7"	"protein_coding"
"11732699_a_at"	"PKIB"	"protein_coding"
"11732700_x_at"	"PKIB"	"protein_coding"
"11732701_a_at"	"CSGALNACT2"	"protein_coding"
"11732702_a_at"	NA	NA
"11732703_s_at"	NA	NA
"11732704_a_at"	"FGFRL1"	"protein_coding"
"11732705_x_at"	"FGFRL1"	"protein_coding"
"11732706_a_at"	"FGFRL1"	"protein_coding"
"11732707_x_at"	"FGFRL1"	"protein_coding"
"11732708_a_at"	"MSI2"	"protein_coding"
"11732709_x_at"	NA	NA
"11732710_a_at"	"FAM46D"	"protein_coding"
"11732711_at"	NA	NA
"11732712_a_at"	"FST"	"protein_coding"
"11732713_at"	"FST"	"protein_coding"
"11732714_a_at"	NA	NA
"11732715_a_at"	"SLC45A2"	"protein_coding"
"11732716_a_at"	NA	NA
"11732717_at"	"SYCE3"	"protein_coding"
"11732718_at"	"EREG"	"protein_coding"
"11732719_at"	"EREG"	"protein_coding"
"11732720_a_at"	"EREG"	"protein_coding"
"11732721_a_at"	"MAP3K10"	"protein_coding"
"11732722_x_at"	"MAP3K10"	"protein_coding"
"11732723_a_at"	"PNPLA7"	"protein_coding"
"11732724_at"	"GCM1"	"protein_coding"
"11732725_at"	"GCM1"	"protein_coding"
"11732726_x_at"	NA	NA
"11732727_a_at"	"SLITRK4"	"protein_coding"
"11732728_at"	"SLITRK4"	"protein_coding"
"11732729_at"	"AJAP1"	"protein_coding"
"11732730_at"	"AJAP1"	"protein_coding"
"11732731_at"	NA	NA
"11732732_a_at"	"DNAH8"	"protein_coding"
"11732733_a_at"	"IL36RN"	"protein_coding"
"11732734_a_at"	"IL36RN"	"protein_coding"
"11732735_s_at"	"CHSY3"	"protein_coding"
"11732736_at"	"CHSY3"	"protein_coding"
"11732737_at"	"NUP62CL"	"protein_coding"
"11732738_a_at"	"CECR2"	"protein_coding"
"11732739_a_at"	"ARSB"	"protein_coding"
"11732740_at"	"ARSB"	"protein_coding"
"11732741_a_at"	"PAK3"	"protein_coding"
"11732742_at"	"ATP4B"	"protein_coding"
"11732743_at"	"C20orf202"	"protein_coding"
"11732744_at"	NA	NA
"11732745_a_at"	"SYT3"	"protein_coding"
"11732746_a_at"	"HGF"	"protein_coding"
"11732747_at"	"HGF"	"protein_coding"
"11732748_at"	"DNAH6"	"protein_coding"
"11732749_at"	NA	NA
"11732750_a_at"	"MEGF11"	"protein_coding"
"11732751_a_at"	"CC2D2A"	"protein_coding"
"11732752_at"	"RBM44"	"protein_coding"
"11732753_a_at"	"FAM205A"	"protein_coding"
"11732755_x_at"	"FAM205A"	"protein_coding"
"11732756_a_at"	"ELAVL2"	"protein_coding"
"11732757_a_at"	"ESPNL"	"protein_coding"
"11732758_a_at"	"POF1B"	"protein_coding"
"11732759_at"	"GAPT"	"protein_coding"
"11732760_at"	"GAPT"	"protein_coding"
"11732761_a_at"	"GRIN3A"	"protein_coding"
"11732762_at"	"GRIN3A"	"protein_coding"
"11732763_at"	"GRIN3A"	"protein_coding"
"11732764_x_at"	"CCDC120"	"protein_coding"
"11732765_at"	"RUFY2"	"protein_coding"
"11732766_a_at"	"ALOXE3"	"protein_coding"
"11732767_at"	"ALOXE3"	"protein_coding"
"11732768_at"	"RNF152"	"protein_coding"
"11732769_at"	"RNF152"	"protein_coding"
"11732771_x_at"	"FOXD4"	"protein_coding"
"11732772_a_at"	"NLRP11"	"protein_coding"
"11732773_at"	"CCDC57"	"protein_coding"
"11732774_x_at"	NA	NA
"11732775_a_at"	"DNMT3A"	"protein_coding"
"11732776_a_at"	"DNMT3A"	"protein_coding"
"11732777_at"	NA	NA
"11732778_at"	"PGLYRP4"	"protein_coding"
"11732780_at"	NA	NA
"11732781_a_at"	NA	NA
"11732782_at"	"DSCR4"	"protein_coding"
"11732783_at"	"RGSL1"	"protein_coding"
"11732784_a_at"	"TRIM42"	"protein_coding"
"11732785_a_at"	"C16orf45"	"protein_coding"
"11732786_at"	"FFAR1"	"protein_coding"
"11732787_a_at"	"TXLNGY"	"transcribed_unprocessed_pseudogene"
"11732788_a_at"	NA	NA
"11732789_a_at"	"OOEP"	"protein_coding"
"11732790_a_at"	"PRDM16"	"protein_coding"
"11732791_a_at"	"PRDM16"	"protein_coding"
"11732792_s_at"	"PRDM16"	"protein_coding"
"11732793_a_at"	NA	NA
"11732794_a_at"	NA	NA
"11732795_at"	NA	NA
"11732796_at"	NA	NA
"11732797_x_at"	NA	NA
"11732798_a_at"	"MIPOL1"	"protein_coding"
"11732799_at"	"ACER2"	"protein_coding"
"11732800_a_at"	NA	NA
"11732801_at"	NA	NA
"11732802_a_at"	NA	NA
"11732803_at"	"VSX2"	"protein_coding"
"11732804_at"	"VSX2"	"protein_coding"
"11732805_at"	"EPX"	"protein_coding"
"11732806_a_at"	"ARHGAP24"	"protein_coding"
"11732807_at"	"MAGEB3"	"protein_coding"
"11732808_a_at"	"PROK2"	"protein_coding"
"11732809_a_at"	"PROK2"	"protein_coding"
"11732810_at"	"HHIPL1"	"protein_coding"
"11732811_a_at"	NA	NA
"11732812_at"	NA	NA
"11732813_at"	NA	NA
"11732814_at"	NA	NA
"11732815_at"	"CPN2"	"protein_coding"
"11732816_x_at"	"CPN2"	"protein_coding"
"11732817_at"	"MVB12B"	"protein_coding"
"11732818_at"	"TMEM171"	"protein_coding"
"11732819_a_at"	"ABCB4"	"protein_coding"
"11732820_a_at"	"TMEM217"	"protein_coding"
"11732821_a_at"	"MAP2K4"	"protein_coding"
"11732822_a_at"	"MAP2K4"	"protein_coding"
"11732823_s_at"	"MAP2K4P1"	"transcribed_processed_pseudogene"
"11732824_x_at"	NA	NA
"11732825_at"	"SPATA19"	"protein_coding"
"11732826_at"	"ESX1"	"protein_coding"
"11732827_a_at"	"RNLS"	"protein_coding"
"11732828_at"	"BSND"	"protein_coding"
"11732829_at"	"CCL16"	"protein_coding"
"11732830_a_at"	"ETV2"	"protein_coding"
"11732832_a_at"	"RNASEH2B"	"protein_coding"
"11732833_a_at"	NA	NA
"11732834_x_at"	NA	NA
"11732835_at"	"MBD3L1"	"protein_coding"
"11732836_at"	"LINC01587"	"processed_transcript"
"11732837_a_at"	"IL37"	"protein_coding"
"11732838_at"	"GUCA2B"	"protein_coding"
"11732839_a_at"	"ERC2"	"protein_coding"
"11732840_a_at"	"ERC2"	"protein_coding"
"11732841_a_at"	NA	NA
"11732842_at"	NA	NA
"11732843_a_at"	NA	NA
"11732844_a_at"	"MICAL3"	"protein_coding"
"11732845_at"	"PTCHD1"	"protein_coding"
"11732846_at"	"PTCHD1"	"protein_coding"
"11732847_at"	NA	NA
"11732848_a_at"	"PRELID2"	"protein_coding"
"11732849_x_at"	"PRELID2"	"protein_coding"
"11732851_at"	NA	NA
"11732852_a_at"	"ATP1B4"	"protein_coding"
"11732853_at"	"ATP1B4"	"protein_coding"
"11732854_x_at"	"SCARF1"	"protein_coding"
"11732855_at"	"CD300LG"	"protein_coding"
"11732856_at"	"CDHR4"	"protein_coding"
"11732857_a_at"	"THAP1"	"protein_coding"
"11732858_a_at"	NA	NA
"11732859_a_at"	"DNHD1"	"protein_coding"
"11732860_at"	"LINC00518"	"lincRNA"
"11732861_a_at"	"LYNX1"	"protein_coding"
"11732862_a_at"	NA	NA
"11732863_at"	"OXER1"	"protein_coding"
"11732864_a_at"	"TAS1R1"	"protein_coding"
"11732865_a_at"	"MS4A4A"	"protein_coding"
"11732866_x_at"	"MS4A4A"	"protein_coding"
"11732867_a_at"	"CEACAM21"	"protein_coding"
"11732868_at"	"FARP1"	"protein_coding"
"11732869_at"	"BTBD16"	"protein_coding"
"11732870_a_at"	"CASP1"	"protein_coding"
"11732871_a_at"	NA	NA
"11732872_a_at"	NA	NA
"11732873_x_at"	NA	NA
"11732874_at"	"UCP1"	"protein_coding"
"11732876_at"	"TRPM8"	"protein_coding"
"11732877_a_at"	"CYP24A1"	"protein_coding"
"11732878_at"	"CNTLN"	"protein_coding"
"11732879_a_at"	"DPF1"	"protein_coding"
"11732880_at"	"TBX1"	"protein_coding"
"11732881_s_at"	"TBX1"	"protein_coding"
"11732882_a_at"	"FBXO43"	"protein_coding"
"11732883_a_at"	"F7"	"protein_coding"
"11732884_a_at"	"F7"	"protein_coding"
"11732885_a_at"	"CCDC158"	"protein_coding"
"11732886_at"	"VENTX"	"protein_coding"
"11732887_x_at"	"VENTX"	"protein_coding"
"11732888_at"	"VENTX"	"protein_coding"
"11732889_at"	"DEFB132"	"protein_coding"
"11732890_at"	"DEFB132"	"protein_coding"
"11732891_a_at"	"CHRNA10"	"protein_coding"
"11732892_at"	"CHRNA10"	"protein_coding"
"11732893_at"	NA	NA
"11732894_x_at"	NA	NA
"11732895_a_at"	"SLC7A13"	"protein_coding"
"11732896_a_at"	NA	NA
"11732897_a_at"	"SLAMF9"	"protein_coding"
"11732898_at"	NA	NA
"11732900_a_at"	"LHFPL1"	"protein_coding"
"11732901_a_at"	NA	NA
"11732902_x_at"	NA	NA
"11732903_at"	"TBX10"	"protein_coding"
"11732904_a_at"	NA	NA
"11732905_a_at"	NA	NA
"11732906_a_at"	"EDNRB"	"protein_coding"
"11732907_a_at"	NA	NA
"11732908_a_at"	"FAM183A"	"protein_coding"
"11732909_at"	"FAM183A"	"protein_coding"
"11732910_x_at"	"FAM183A"	"protein_coding"
"11732911_at"	NA	NA
"11732912_at"	"ODF4"	"protein_coding"
"11732913_a_at"	"SP140"	"protein_coding"
"11732914_at"	"MEIG1"	"protein_coding"
"11732915_a_at"	"KCNT2"	"protein_coding"
"11732916_a_at"	"KCNT2"	"protein_coding"
"11732917_at"	"DZIP1L"	"protein_coding"
"11732918_a_at"	"CORIN"	"protein_coding"
"11732919_at"	"CORIN"	"protein_coding"
"11732920_a_at"	"FOXN4"	"protein_coding"
"11732921_at"	NA	NA
"11732922_at"	"GJA3"	"protein_coding"
"11732923_at"	"ENAM"	"protein_coding"
"11732924_at"	"ENAM"	"protein_coding"
"11732925_s_at"	"PEAR1"	"protein_coding"
"11732926_a_at"	"VNN3"	"protein_coding"
"11732927_x_at"	"KLRC1"	"protein_coding"
"11732928_a_at"	"LHX3"	"protein_coding"
"11732929_a_at"	"KBTBD12"	"protein_coding"
"11732930_a_at"	"SLC6A18"	"protein_coding"
"11732931_at"	NA	NA
"11732932_at"	"SAXO2"	"protein_coding"
"11732933_a_at"	"RUNX1"	"protein_coding"
"11732934_a_at"	"DPPA5"	"protein_coding"
"11732935_at"	"CT83"	"protein_coding"
"11732936_a_at"	NA	NA
"11732937_a_at"	"CPT1A"	"protein_coding"
"11732938_at"	"STRA6"	"protein_coding"
"11732939_at"	"HS3ST6"	"protein_coding"
"11732940_a_at"	NA	NA
"11732941_x_at"	NA	NA
"11732942_a_at"	"RPS26"	"protein_coding"
"11732943_at"	"C7orf66"	"lincRNA"
"11732944_a_at"	"EFCC1"	"protein_coding"
"11732945_x_at"	"EFCC1"	"protein_coding"
"11732946_a_at"	"EFCC1"	"protein_coding"
"11732947_a_at"	"MED23"	"protein_coding"
"11732948_a_at"	"IDO2"	"protein_coding"
"11732949_at"	"NLRP5"	"protein_coding"
"11732950_a_at"	"AHI1"	"protein_coding"
"11732951_a_at"	NA	NA
"11732952_at"	NA	NA
"11732953_at"	"SPINT3"	"protein_coding"
"11732954_at"	"CCDC153"	"protein_coding"
"11732955_a_at"	"FDXR"	"protein_coding"
"11732957_a_at"	"RNPEPL1"	"protein_coding"
"11732958_at"	"USF1"	"protein_coding"
"11732959_a_at"	"SPRR3"	"protein_coding"
"11732960_a_at"	"EIF2D"	"protein_coding"
"11732961_at"	NA	NA
"11732962_a_at"	"RAB33A"	"protein_coding"
"11732963_at"	"IL3"	"protein_coding"
"11732964_a_at"	"RIT2"	"protein_coding"
"11732965_a_at"	"DMD"	"protein_coding"
"11732966_a_at"	NA	NA
"11732968_at"	"HIST1H3B"	"protein_coding"
"11732969_a_at"	"MYBPC1"	"protein_coding"
"11732970_at"	"C3orf36"	"protein_coding"
"11732971_at"	"SERPINB10"	"protein_coding"
"11732972_at"	"TAS2R8"	"protein_coding"
"11732973_at"	NA	NA
"11732974_at"	"OR1D2"	"protein_coding"
"11732975_at"	"OR1A2"	"protein_coding"
"11732977_x_at"	"GON4L"	"protein_coding"
"11732978_x_at"	"ALB"	"protein_coding"
"11732979_at"	"IFNA21"	"protein_coding"
"11732980_x_at"	"IFNA21"	"protein_coding"
"11732981_at"	"USP26"	"protein_coding"
"11732982_at"	"OR2J2"	"protein_coding"
"11732983_a_at"	"TMEM8B"	"protein_coding"
"11732984_at"	"FTHL17"	"protein_coding"
"11732985_at"	NA	NA
"11732986_at"	NA	NA
"11732987_x_at"	"IFNA6"	"protein_coding"
"11732988_at"	"DEFA6"	"protein_coding"
"11732989_at"	"HIST3H2BB"	"protein_coding"
"11732990_x_at"	"HIST3H2BB"	"protein_coding"
"11732991_at"	NA	NA
"11732992_s_at"	NA	NA
"11732993_a_at"	"RGS4"	"protein_coding"
"11732994_a_at"	"RGS4"	"protein_coding"
"11732995_a_at"	"RGS4"	"protein_coding"
"11732996_at"	"HSP90AA1"	"protein_coding"
"11732997_a_at"	"MCM6"	"protein_coding"
"11732998_at"	"MCM6"	"protein_coding"
"11732999_a_at"	"ICAM1"	"protein_coding"
"11733000_at"	NA	NA
"11733001_a_at"	NA	NA
"11733002_s_at"	NA	NA
"11733003_a_at"	"CXCR1"	"protein_coding"
"11733004_s_at"	NA	NA
"11733005_at"	"FCGR3B"	"protein_coding"
"11733006_at"	"RPL39P5"	"transcribed_processed_pseudogene"
"11733007_at"	NA	NA
"11733008_a_at"	"AMOTL2"	"protein_coding"
"11733009_s_at"	"LUC7L3"	"protein_coding"
"11733010_a_at"	"VCP"	"protein_coding"
"11733011_x_at"	"SLC44A4"	"protein_coding"
"11733012_at"	"PEX2"	"protein_coding"
"11733013_at"	"PEX2"	"protein_coding"
"11733014_a_at"	NA	NA
"11733015_a_at"	"DALRD3"	"protein_coding"
"11733016_at"	"CCIN"	"protein_coding"
"11733017_a_at"	"PIK3R1"	"protein_coding"
"11733018_s_at"	"PIK3R1"	"protein_coding"
"11733019_a_at"	"PIK3R1"	"protein_coding"
"11733021_x_at"	"LDHA"	"protein_coding"
"11733022_at"	NA	NA
"11733023_s_at"	"BTG1"	"protein_coding"
"11733024_x_at"	"BTG1"	"protein_coding"
"11733025_at"	"CLCA2"	"protein_coding"
"11733026_at"	"CLCA2"	"protein_coding"
"11733027_at"	"CLCA2"	"protein_coding"
"11733029_x_at"	"AIDA"	"protein_coding"
"11733031_a_at"	NA	NA
"11733032_at"	"RBM18"	"protein_coding"
"11733033_a_at"	"FAM32A"	"protein_coding"
"11733034_s_at"	"C7orf73"	"protein_coding"
"11733035_at"	"C7orf73"	"protein_coding"
